taxa	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	determinant	formula	method	n	freq
t120	0	NA	NA	NA	NA	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t121	1.6786563125090198e-4	0.06666616162649226	3.6784512140769152	0.018123432321562466	0.985540384730847	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t122	0.008641622481393222	0.05713844833211107	3.678451318445218	0.015533289252897316	0.9876067267098138	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t123	0	NA	NA	NA	NA	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t124	0.006548960806148267	0.018282644451546353	3.6784503055831244	0.00497020292045188	0.9960343681528333	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t125	0.010804585087564654	0.13020046091199242	3.6784491898337945	0.03539547624358387	0.9717643918880279	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t126	0.9805112535466818	-1.039309134551183	3.0818843854494236	-0.33723170780127204	0.7359422364405143	0.880793956167441	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t127	0	NA	NA	NA	NA	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t128	3.857803943021609e-4	0.05579974041477897	3.6784513437667843	0.015169356666721402	0.9878970686864312	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t129	5.186625664226361e-4	0.055748317726899324	3.6784505788850246	0.01515538037860419	0.9879082188691644	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t13	0.001426854030753944	0.0745677538231953	3.678450537257863	0.02027151189554463	0.9838267813300968	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t130	0	NA	NA	NA	NA	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t131	0.0012991945125779478	0.019387693513511786	3.6784467949096418	0.00527061952896563	0.9957946735222435	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t132	0	NA	NA	NA	NA	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t133	0.039553530287358425	-0.21652291298259546	1.874357502943289	-0.11551847107213603	0.9080341806854619	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t134	0.025336085545674143	0.028257922242825126	2.0492257294397938	0.013789560533455786	0.9889978712306319	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t135	4.036714265761558e-4	0.05715079990438864	3.678451317067702	0.015536647077321313	0.9876040478768158	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t136	0.0018373001174935887	0.038648974076251674	3.6784508765039754	0.010506861549550968	0.9916168916284098	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t137	0.002453068764669414	0.05676384366644629	3.678451267608752	0.015431451862986544	0.9876879714529806	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t138	0.003949790721936592	0.0457262118661054	3.678451018539059	0.012430833422995016	0.9900818853683393	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t139	0.004229811755247628	0.0794826916514477	3.6784488208502646	0.021607665492291792	0.9827609187817208	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t14	0.07029892353010696	0.36222990702857655	1.376044610509541	0.2632399445933988	0.7923656448159972	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t140	0.0015010662899135098	0.041474343873151236	3.6784507160484834	0.011274948905039125	0.9910040829454341	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t141	0.0011506348616613109	0.04555660161743548	3.6784511297920126	0.012384723898727273	0.9901186726139933	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t142	0.0032189768528425107	-0.010662242142496657	3.6784485814932952	-0.0028985703908271667	0.9976872786752282	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t143	0.0036226572193508596	0.038142398665006017	3.6784507037243888	0.010369147702968338	0.991726765394677	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t144	21.812614225076686	1.3600827790584091	0.35298354154276246	3.8531053689188535	1.1662916992784635e-4	0.0010030108613794785	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t145	0.00320809584472317	0.038102544027450856	3.678450065247126	0.010358314874906708	0.991735408276772	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t146	0.0025295671714372922	0.05658786790926623	3.6784488032007876	0.015383622536767814	0.9877261292044753	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t147	6.767683706786527e-4	0.07233728031855952	3.678451132911638	0.01966514647193416	0.9843104944862955	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t148	0.0020700898396290627	0.04846802756588428	3.6784510459448336	0.013176205680191391	0.9894872131103793	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t149	3.5101827424516166e-4	0.07100376896750026	3.678451092333576	0.019302626889747803	0.9845996883649614	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t15	47.257436320805304	1.701521672899252	0.46830234863748615	3.6333827448224127	2.797295971776141e-4	0.001850518873636524	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t150	0.005030142502922662	0.09714524687047747	3.678448531083701	0.02640929893393335	0.9789308772611511	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t151	0.0015283206698678805	0.07478213529972857	3.6784508763593444	0.02032979039636988	0.9837802913946885	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t152	0.2826387293156208	-0.1688096135738232	1.0733560197749799	-0.15727271330645048	0.8750299242448749	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t153	66.11989882484586	0.3827889416948336	0.14323835716370314	2.672391315249132	0.007531276666679462	0.035982766296357424	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t154	0.007391085312060649	0.08637407726839767	3.678447922361258	0.02348112005156585	0.9812664983495891	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t155	54.371545178210546	0.8820924574882933	0.3298307884069598	2.6743787678181477	0.007486783979150033	0.035982766296357424	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t156	9.12769772900247e-4	0.05079577433934649	3.678451223786201	0.013809011252040688	0.9889823532801133	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t157	0.09848692903841674	-0.20432776473524444	1.6250483571015633	-0.1257364212223712	0.8999405706787316	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t158	3.7504611925823608	0.2715978538540215	0.25046149601422835	1.08438964941179	0.27819207106002064	0.6209889974983767	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t159	0.17455216762834705	0.2540360266811154	1.380373371165226	0.184034285206961	0.8539865585484206	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t16	345.7847030802553	3.8940895313716095	0.5063093481164213	7.691127066601581	1.4584449753497732e-14	6.409427352631392e-13	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t160	0.7442283236268973	0.8706505473762849	0.8402111404824927	1.0362282829007865	0.3000956549701455	0.6209889974983767	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t161	0.0030483853541260725	0.006459034345110346	3.6784501613705296	0.00175591188184097	0.9985989857392895	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t162	0.08097648179182401	-0.43962064315333776	1.4573179641087548	-0.30166418995747063	0.7629080694896011	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t163	0.0020165831175028375	0.04173419742217944	3.6784508920529344	0.011345590480042453	0.9909477227283766	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t164	0.0017429065190633104	0.03256371224418427	3.678450716363812	0.008852561786222285	0.9929367698823669	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t165	0.07266661378981766	-0.4694592859677615	2.86014955807975	-0.16413802021001572	0.8696224918831277	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t166	8.212178858592866e-4	0.05443455337587092	3.678451125940092	0.014798226620982827	0.988193154378718	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t167	0.0033953074930990483	0.04162523351431607	3.678449742332139	0.011315971789769692	0.9909713535070692	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t168	1.5047110635932464e-4	0.06658721099791005	3.678451282839899	0.018101968974970982	0.9855575071948022	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t169	3.1408654499473894	2.8663021347038247	0.6307588720436246	4.544212157360801	5.514109956656923e-6	5.927668203406192e-5	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t17	2002.8032788835185	1.1979316358855987	0.2525016482700225	4.744252736934785	2.0927743099904928e-6	2.5711227237026056e-5	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t170	7.31554163692828e-5	0.06157737666399311	3.6784514419542207	0.01674002705640703	0.9866440146551533	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t171	6.087573743436674	1.7979094172363876	1.151043799178466	1.5619817582264104	0.11829228628017308	0.42489459096449367	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t172	0.31467466322720056	0.9428302767787967	2.2872330597939863	0.4122143446386345	0.6801823239965223	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t173	24628.464560950342	-1.1006321992192252	0.1598196239773959	-6.886714984230554	5.709545069440518e-12	1.6367362532396152e-10	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t174	731.9635663055226	1.581800522574744	0.37771911753147763	4.187769295110997	2.8170966211109158e-5	2.6918923268393194e-4	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t175	15015.091522859782	0.7088540887219957	0.20333147441726893	3.486199521021094	4.899354421518924e-4	0.00280896320167085	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t176	1813.8693864698791	0.07824044447584205	0.26108781562747085	0.29967099111004947	0.7644281279667937	0.8827607117024344	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t177	0.0021687537689527646	0.09865187388892883	3.6784501302090753	0.026818869468626362	0.9786042029709793	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t178	0.02926565873541552	-0.009779739227683132	3.6784417222388446	-0.0026586636315474362	0.9978786958350909	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t179	0.013647004272505902	0.12622729242957823	3.6784469308697885	0.03431537678857612	0.9726256631869583	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t18	0.0064986015059472725	0.03784023808249282	3.418696357217548	0.011068616258535086	0.9911687023048904	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t180	0.5672567658025475	-2.3302182324133787	3.678264444897225	-0.6335102511854576	0.5264004886876692	0.718578444875231	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t181	0.5894569974990505	2.02587378673631	2.4788608074524703	0.8172600013061259	0.4137798597769958	0.6589827396448451	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t182	134.69752720936657	-0.486500173326176	0.21212589309217855	-2.293450206546775	0.02182209895637593	0.09877371106570158	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t183	2.196634348034491	0.7530259871064329	3.6780275269664364	0.20473636523528513	0.837778106829505	0.9134071088529072	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t184	0.028734388176269134	0.26139981265425005	3.6784320622260354	0.07106283553217554	0.9433477463102599	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t185	96.7301778892401	1.5207343806116436	1.2510496865045262	1.215566733293084	0.22415001312689656	0.6209889974983767	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t186	0.27369434055916236	2.6370361594572875	3.6782195507490036	0.7169327776859601	0.4734155759173188	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t187	0.0018862673696275673	0.10501081252376364	3.6784496478247286	0.028547573727388753	0.9772254251261858	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t188	0.08004587643009292	0.0447545743440871	1.062381128219663	0.042126665426640966	0.9663977230985196	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t189	0.008342478820802853	0.09723296096472617	3.678448257857402	0.026433146302120823	0.9789118564544497	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t19	0.0015004725056489937	0.05922786808495843	3.678451271017059	0.016101305609679168	0.9871535719247859	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t190	177.01444203710932	1.5146619110084443	0.22733463178997904	6.6626976236852045	2.68846438924691e-11	5.780198436880856e-10	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t191	0.005306151328340924	0.13831846385853622	2.8664924231705826	0.04825355990494624	0.9615141652356728	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t192	0.2009738151686257	-0.2110613633350243	0.7946711699392011	-0.2655958480929568	0.7905504835313756	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t193	1.2836020388683442e-4	0.0656917422526034	3.678451371111989	0.017858532198767357	0.985751710245155	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t194	0.0013024219750318654	0.06992422672588029	3.678450510362529	0.019009152502907786	0.9848338040882703	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t195	0.004702230944628881	0.029489929158349918	3.6784491283478	0.008016946307911974	0.9936034708352156	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t196	3.392940604122772e-4	0.07161831845444792	3.6784510904130614	0.01946969436160309	0.9844664128550796	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t197	3.852518172572026e-4	0.06994309363871645	3.6784510907615244	0.01901427854087265	0.9848297148408065	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t198	0.012737447267937544	0.09495748207702975	3.5659244690252065	0.026629134436767152	0.9787555355748915	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t199	0.003154816015924626	0.06232772434995192	3.678449051641967	0.01694402273211597	0.9864812727381354	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t2	0.007005919535415285	0.07708119451248804	3.678448409765701	0.020954811900541985	0.9832817026312523	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t20	0.8446598667840388	2.467936597308194	3.5686081170141724	0.6915683976454938	0.48920841350743294	0.7078772987535779	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t200	0.0021042746533595892	0.04774379026567187	3.678451020189138	0.012979319285109574	0.9896442922919603	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t201	0.002711377423047242	0.0709938410843011	3.678450223787862	0.01929993251647038	0.9846018377633954	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t202	0.02400345851736615	-0.1695835108569471	3.6784434843887843	-0.04610197535361219	0.9632289715797312	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t203	2.7286178942804e-4	0.06803094118009542	3.678451060452304	0.018494453252758596	0.9852444024731654	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t204	0.0486089357139082	0.439206131765941	1.8799209451945313	0.23363010710032417	0.8152721524052525	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t205	0.0011848034856826505	0.05976619444455095	3.6784510971078386	0.016247652304401106	0.9870368194296759	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t206	105.55577112866307	0.7782389423573463	0.4773328008701487	1.6303906644141446	0.10301895647349654	0.4027104662145774	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t207	0.0010452694979653835	0.06635771635023702	3.6784509973693895	0.018039581442757326	0.9856072771166139	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
t208	4.368192281789126e-4	0.06152119982348154	3.6784513850469573	0.01672475544289304	0.9866561979341811	NA	Reproductive.haschildren	~Reproductive.haschildren + Technical.dna_conc + General.Age	DESeq2	3043	FALSE:1913, TRUE:1130
